id,pres1_jenjang,pres2_jenjang,pres3_jenjang,juara_pres1,juara_pres2,juara_pres3
14597,Kabupaten/Kota,Kabupaten/Kota,Internasional,,,
14598,Kabupaten/Kota,,,Juara 1,,
14599,Nasional,Nasional,Kabupaten/Kota,Juara 2,Juara 3,
14601,,,,,,
14602,Kabupaten/Kota,Kabupaten/Kota,Propinsi,Juara 1,Juara 2,
14603,,,,,,
14604,,,,,,
14606,,,,,,
14608,,,,,,
14609,Nasional,,,,,
14611,,,,,,
14613,,,,,,
14615,Nasional,Nasional,Nasional,Medali Perunggu,,
14616,,,,,,
14617,,,,,,
14618,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
14619,,,,,,
14620,,,,,,
14621,,,,,,
14624,Kabupaten/Kota,,,Juara 2,,
14627,,,,,,
14633,Propinsi,Propinsi,Kabupaten/Kota,Juara 1,Juara 3,Juara 1
14635,Nasional,,,,,
14636,,,,,,
14638,,,,,,
14639,,,,,,
14641,,,,,,
14642,Nasional,,,Medali Perak,,
14643,Nasional,Nasional,Propinsi,Juara 2,,Juara 1
14645,,,,,,
14648,Nasional,Nasional,,Medali Emas,Medali Perunggu,
14649,,,,,,
14650,Nasional,,,,,
14651,,,,,,
14652,,,,,,
14654,Propinsi,Kabupaten/Kota,Nasional,,,
14655,,,,,,
14656,Kabupaten/Kota,,,,,
14658,Nasional,Nasional,,Medali Emas,Medali Emas,
14659,Nasional,Nasional,Kabupaten/Kota,Juara 1,,
14660,,,,,,
14661,,,,,,
14664,Internasional,Nasional,Nasional,Medali Perak,Juara 3,
14666,Kabupaten/Kota,,,,,
14668,Propinsi,,,,,
14670,Propinsi,Kabupaten/Kota,,,Juara 2,
14672,,,,,,
14673,Nasional,Nasional,Nasional,,,
14674,Nasional,Nasional,Nasional,Juara 2,Juara 2,Juara 1
14676,Nasional,,,Juara 2,,
14678,Nasional,Nasional,Nasional,,Juara 3,Juara 1
14681,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perunggu
14682,,,,,,
14683,Propinsi,Nasional,Nasional,,Juara 3,
14684,,,,,,
14685,,,,,,
14686,,,,,,
14687,Nasional,,,Juara 1,,
14688,,,,,,
14689,Kabupaten/Kota,Nasional,Kabupaten/Kota,Juara 2,Medali Perak,Juara 1
14690,Nasional,Propinsi,Nasional,,,
14691,,,,,,
14692,,,,,,
14693,,,,,,
14698,,,,,,
14699,,,,,,
14700,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 2,
14701,Kabupaten/Kota,,,,,
14702,,,,,,
14703,Nasional,Kabupaten/Kota,Nasional,Juara 2,Juara 2,
14704,,,,,,
14706,Kabupaten/Kota,Nasional,Kabupaten/Kota,,,Juara 3
14708,,,,,,
14710,Nasional,Nasional,Kabupaten/Kota,,Juara 1,
14711,Nasional,Nasional,Kabupaten/Kota,Juara 1,,Juara 3
14713,,,,,,
14714,,,,,,
14715,Internasional,Internasional,Nasional,Juara 1,Juara 2,Juara 1
14716,,,,,,
14717,,,,,,
14718,Nasional,,,Juara 3,,
14721,,,,,,
14722,Nasional,Kabupaten/Kota,Nasional,Medali Emas,,Medali Perak
14724,,,,,,
14725,Kabupaten/Kota,,,,,
14726,,,,,,
14728,Nasional,Nasional,,,,
14731,Nasional,Internasional,Kabupaten/Kota,,,
14732,,,,,,
14733,Nasional,Nasional,,,,
14734,Kabupaten/Kota,Propinsi,Nasional,Juara 2,Juara 1,
14735,,,,,,
14736,,,,,,
14741,Propinsi,Kabupaten/Kota,,Juara 2,Juara 1,
14742,,,,,,
14744,Kabupaten/Kota,Kabupaten/Kota,Propinsi,Juara 3,,
14745,Nasional,Nasional,Nasional,,Medali Emas,
14747,Nasional,,,Medali Emas,,
14748,,,,,,
14750,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
14752,,,,,,
14753,Nasional,,,,,
14754,Nasional,Nasional,Nasional,Juara 3,,Medali Perunggu
14755,,,,,,
14756,Nasional,Propinsi,Kabupaten/Kota,,,Juara 1
14757,Kabupaten/Kota,Propinsi,,Juara 3,,
14760,Nasional,Internasional,Internasional,Juara 1,Medali Emas,Medali Emas
14761,,,,,,
14762,Kabupaten/Kota,,,,,
14764,Nasional,Internasional,Internasional,Juara 1,Medali Emas,Medali Perak
14765,Kabupaten/Kota,Kabupaten/Kota,,,Juara 1,
14767,Propinsi,Propinsi,,,,
14771,,,,,,
14772,Kabupaten/Kota,,,Juara 2,,
14775,Nasional,Nasional,Nasional,Juara 2,Juara 2,
14778,Nasional,Propinsi,,,,
14779,,,,,,
14780,,,,,,
14781,Nasional,,,,,
14782,Propinsi,Nasional,Nasional,,Medali Perak,
14783,,,,,,
14784,Propinsi,Nasional,Kabupaten/Kota,Juara 2,Medali Emas,
14785,,,,,,
14786,Propinsi,,,,,
14787,Kabupaten/Kota,,,,,
14791,,,,,,
14792,,,,,,
14794,Propinsi,,,Juara 1,,
14798,Nasional,Kabupaten/Kota,,,Juara 1,
14800,,,,,,
14803,,,,,,
14804,Kabupaten/Kota,,,,,
14805,,,,,,
14806,Nasional,,,,,
14808,,,,,,
14809,Nasional,Nasional,Kabupaten/Kota,,Medali Emas,Juara 1
14811,,,,,,
14812,,,,,,
14814,Nasional,,,,,
14815,,,,,,
14816,,,,,,
14817,Kabupaten/Kota,Nasional,Nasional,,,
14818,,,,,,
14819,Propinsi,Propinsi,Nasional,Juara 2,Juara 2,Juara 2
14820,Kabupaten/Kota,Kabupaten/Kota,Nasional,Juara 2,Juara 3,Medali Perunggu
14823,Kabupaten/Kota,,,Juara 2,,
14824,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Emas
14825,,,,,,
14826,Nasional,Internasional,Nasional,Juara 1,Medali Perak,
14829,Nasional,Propinsi,,,,
14830,,,,,,
14831,,,,,,
14835,Nasional,Kabupaten/Kota,Nasional,Medali Emas,,Medali Perunggu
14836,,,,,,
14837,Nasional,,,Medali Emas,,
14839,,,,,,
14840,Kabupaten/Kota,Propinsi,Propinsi,Juara 2,,
14841,,,,,,
14844,Nasional,,,,,
14845,,,,,,
14846,,,,,,
14850,,,,,,
14852,Kabupaten/Kota,,,Juara 1,,
14854,Nasional,Nasional,,,,
14855,,,,,,
14857,,,,,,
14858,,,,,,
14859,,,,,,
14860,Nasional,Nasional,,Medali Perak,Medali Perunggu,
14861,Nasional,Nasional,Nasional,Medali Emas,Medali Perunggu,Medali Emas
14864,Internasional,Propinsi,Nasional,Medali Perak,,
14865,,,,,,
14868,Internasional,Nasional,Nasional,,,
14871,,,,,,
14872,Nasional,Nasional,,Medali Perak,Medali Perak,
14877,,,,,,
14878,,,,,,
14881,Nasional,Nasional,,Medali Emas,Medali Perunggu,
14884,,,,,,
14886,,,,,,
14889,,,,,,
14891,Nasional,Nasional,Nasional,,Medali Emas,Medali Emas
14893,Nasional,Propinsi,Kabupaten/Kota,,,
14894,,,,,,
14895,,,,,,
14896,Nasional,Propinsi,Propinsi,,Medali Perak,Medali Perak
14901,,,,,,
14902,,,,,,
14903,,,,,,
14906,,,,,,
14908,,,,,,
14910,Kabupaten/Kota,,,,,
14911,,,,,,
14913,,,,,,
14914,,,,,,
14915,,,,,,
14916,Nasional,Nasional,Nasional,Juara 2,Juara 3,
14917,Propinsi,Nasional,,Juara 3,,
14924,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perunggu
14925,,,,,,
14926,Nasional,Nasional,Nasional,Juara 1,,Medali Perunggu
14928,,,,,,
14929,,,,,,
14930,,,,,,
14931,,,,,,
14933,,,,,,
14936,,,,,,
14937,Nasional,Propinsi,Internasional,,Juara 2,Medali Perunggu
14938,Kabupaten/Kota,,,,,
14939,,,,,,
14941,,,,,,
14942,,,,,,
14945,,,,,,
14946,,,,,,
14947,Internasional,Nasional,Internasional,Medali Perak,,
14949,Nasional,Nasional,Propinsi,Juara 3,Juara 1,Juara 2
14950,Nasional,,,Juara 1,,
14951,Nasional,Nasional,Nasional,,,
14955,Propinsi,Kabupaten/Kota,,Juara 1,,
14956,Kabupaten/Kota,,,Juara 1,,
14957,Propinsi,,,Juara 3,,
14958,Propinsi,Nasional,Propinsi,,,
14960,,,,,,
14961,Nasional,Nasional,Nasional,Juara 2,,
14962,Nasional,Kabupaten/Kota,,Juara 2,Juara 3,
14964,,,,,,
14966,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
14967,Propinsi,Nasional,,,Juara 1,
14968,,,,,,
14969,,,,,,
14970,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
14973,Propinsi,,,,,
14974,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,Medali Perak
14975,,,,,,
14976,,,,,,
14978,,,,,,
14981,Nasional,Kabupaten/Kota,Nasional,,,Medali Perunggu
14983,,,,,,
14985,,,,,,
14987,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
14989,,,,,,
14991,Nasional,,,,,
14992,,,,,,
14993,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,Juara 3
14994,Kabupaten/Kota,,,,,
14995,,,,,,
14997,,,,,,
14998,Kabupaten/Kota,,,Juara 1,,
15000,,,,,,
15003,Kabupaten/Kota,Propinsi,,Juara 2,,
15005,,,,,,
15006,,,,,,
15007,Propinsi,,,,,
15009,Nasional,,,,,
15013,,,,,,
15015,,,,,,
15016,,,,,,
15017,,,,,,
15019,,,,,,
15020,Nasional,,,Juara 1,,
15022,,,,,,
15023,,,,,,
15025,Kabupaten/Kota,,,Juara 3,,
15026,,,,,,
15027,Nasional,Nasional,Kabupaten/Kota,,,
15028,Kabupaten/Kota,Nasional,Nasional,,,
15029,Nasional,,,Juara 2,,
15030,Nasional,Propinsi,Nasional,,,Medali Perunggu
15032,Propinsi,Propinsi,Nasional,,Juara 1,
15034,Kabupaten/Kota,Kabupaten/Kota,,,,
15035,,,,,,
15037,Nasional,,,Medali Perunggu,,
15038,,,,,,
15042,Kabupaten/Kota,,,,,
15043,Nasional,Nasional,Nasional,Juara 1,Juara 2,
15045,Propinsi,Nasional,,,,
15050,Kabupaten/Kota,,,,,
15053,,,,,,
15054,,,,,,
15055,,,,,,
15057,,,,,,
15058,,,,,,
15059,,,,,,
15060,,,,,,
15061,Nasional,Propinsi,Nasional,,,
15062,Nasional,Nasional,Nasional,,,
15063,,,,,,
15064,,,,,,
15065,,,,,,
15066,Nasional,Nasional,Nasional,Medali Emas,Medali Perunggu,
15067,,,,,,
15068,Nasional,Nasional,,Medali Emas,Medali Emas,
15069,,,,,,
15070,,,,,,
15071,,,,,,
15072,,,,,,
15073,,,,,,
15075,,,,,,
15076,Kabupaten/Kota,Nasional,,,,
15077,Nasional,,,Juara 1,,
15079,,,,,,
15080,,,,,,
15081,Propinsi,Kabupaten/Kota,,,,
15083,,,,,,
15084,,,,,,
15085,,,,,,
15086,,,,,,
15087,Nasional,Nasional,Nasional,Medali Perunggu,,
15091,Nasional,Nasional,Nasional,,,Juara 1
15093,,,,,,
15095,,,,,,
15096,,,,,,
15099,Nasional,,,,,
15100,Propinsi,,,,,
15103,Nasional,Nasional,Kabupaten/Kota,Medali Emas,Medali Emas,
15104,,,,,,
15106,,,,,,
15107,,,,,,
15108,,,,,,
15109,,,,,,
15112,Kabupaten/Kota,,,Juara 1,,
15113,Nasional,Nasional,,,Juara 1,
15114,,,,,,
15116,,,,,,
15118,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,
15120,,,,,,
15121,,,,,,
15124,,,,,,
15125,,,,,,
15127,Nasional,,,Juara 3,,
15128,Nasional,Nasional,,,,
15129,,,,,,
15130,Nasional,Kabupaten/Kota,Kabupaten/Kota,,,
15131,,,,,,
15132,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Perak
15134,,,,,,
15135,,,,,,
15136,,,,,,
15138,,,,,,
15140,,,,,,
15141,,,,,,
15142,Nasional,,,,,
15143,,,,,,
15144,,,,,,
15147,,,,,,
15148,,,,,,
15149,Nasional,Internasional,,Medali Emas,,
15150,Nasional,Nasional,Nasional,,,Juara 1
15152,,,,,,
15153,Nasional,Nasional,Nasional,,Medali Perak,
15154,,,,,,
15155,,,,,,
15157,,,,,,
15159,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,,
15161,,,,,,
15162,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,
15164,,,,,,
15165,,,,,,
15168,,,,,,
15170,,,,,,
15171,,,,,,
15172,,,,,,
15173,,,,,,
15175,,,,,,
15177,,,,,,
15178,Nasional,Kabupaten/Kota,,,,
15179,,,,,,
15180,Internasional,Nasional,Nasional,,Medali Emas,Medali Emas
15181,,,,,,
15182,Kabupaten/Kota,Nasional,,,,
15183,,,,,,
15184,,,,,,
15185,Nasional,Nasional,Kabupaten/Kota,Medali Perak,,
15186,Nasional,,,Juara 2,,
15187,,,,,,
15188,Nasional,,,Medali Emas,,
15191,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,Juara 2,
15193,,,,,,
15194,Kabupaten/Kota,Nasional,Nasional,Juara 2,Juara 2,Juara 2
15195,,,,,,
15197,,,,,,
15198,,,,,,
15199,Nasional,Nasional,,,,
15200,Nasional,Nasional,,,,
15201,,,,,,
15202,Propinsi,,,,,
15204,Kabupaten/Kota,,,,,
15206,Nasional,Nasional,,,,
15207,,,,,,
15208,,,,,,
15210,,,,,,
15211,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,
15212,Kabupaten/Kota,Nasional,Nasional,Juara 2,Juara 3,Medali Emas
15213,,,,,,
15216,Nasional,Nasional,,Juara 3,Juara 1,
15218,,,,,,
15219,Nasional,Nasional,,,,
15220,Nasional,Nasional,,Medali Emas,Medali Emas,
15221,,,,,,
15222,Nasional,Nasional,Nasional,Medali Perunggu,Medali Emas,Medali Emas
15225,,,,,,
15226,,,,,,
15227,,,,,,
15228,Nasional,,,,,
15229,,,,,,
15230,,,,,,
15231,Kabupaten/Kota,,,Juara 3,,
15232,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
15233,,,,,,
15234,,,,,,
15236,,,,,,
15237,,,,,,
15239,Nasional,Nasional,,,,
15240,,,,,,
15243,Nasional,Nasional,Nasional,,,
15244,,,,,,
15245,Nasional,,,Juara 1,,
15246,Propinsi,Propinsi,Propinsi,,,Juara 3
15247,,,,,,
15248,Nasional,Propinsi,Kabupaten/Kota,Medali Emas,Medali Perunggu,
15249,,,,,,
15250,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,Juara 3,Juara 1
15253,Nasional,Nasional,Internasional,,,Medali Perak
15254,Nasional,Nasional,Nasional,Juara 1,Medali Emas,Medali Perak
15255,Nasional,Nasional,Nasional,,,
15257,Nasional,Nasional,,,,
15258,Nasional,Nasional,,Medali Emas,Medali Perak,
15259,,,,,,
15260,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,Medali Perunggu
15261,Nasional,,,,,
15262,,,,,,
15263,,,,,,
15264,,,,,,
15265,Nasional,Nasional,Nasional,,Medali Emas,Medali Perak
15266,Nasional,Nasional,Propinsi,Medali Perunggu,Juara 1,Juara 1
15269,,,,,,
15270,,,,,,
15271,Kabupaten/Kota,Propinsi,Propinsi,Juara 2,,
15272,Nasional,,,,,
15275,,,,,,
15276,Nasional,Nasional,,Juara 3,,
15277,Nasional,Nasional,Nasional,Medali Emas,,
15279,,,,,,
15280,Propinsi,Nasional,,Juara 1,,
15281,,,,,,
15283,Kabupaten/Kota,Propinsi,Propinsi,Juara 2,,
15284,Propinsi,,,,,
15285,Kabupaten/Kota,Kabupaten/Kota,,,,
15286,,,,,,
15287,Nasional,,,Medali Emas,,
15288,Nasional,Kabupaten/Kota,,,,
15291,Internasional,Internasional,Internasional,Medali Emas,Medali Emas,
15294,Propinsi,,,,,
15296,Kabupaten/Kota,Propinsi,Nasional,Juara 1,,
15297,,,,,,
15298,Nasional,Propinsi,,,Juara 3,
15300,Nasional,Propinsi,Nasional,,,
15301,Nasional,Kabupaten/Kota,,,Juara 3,
15302,,,,,,
15303,,,,,,
15304,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
15305,Kabupaten/Kota,,,,,
15306,Nasional,Nasional,Nasional,Medali Perunggu,Medali Perak,Medali Emas
15307,,,,,,
15308,,,,,,
15309,,,,,,
15312,,,,,,
15313,Kabupaten/Kota,Kabupaten/Kota,,,,
15315,Propinsi,,,,,
15316,Nasional,Nasional,Kabupaten/Kota,Juara 3,Juara 2,Juara 1
15318,Propinsi,Propinsi,,Juara 1,Juara 3,
15322,,,,,,
15323,,,,,,
15329,Nasional,Nasional,,Juara 2,,
15330,,,,,,
15331,Nasional,Propinsi,Propinsi,Juara 2,Juara 1,Juara 1
15332,,,,,,
15333,,,,,,
15334,Nasional,Nasional,,,,
15335,,,,,,
15336,Nasional,Propinsi,Propinsi,Juara 2,Juara 1,Juara 1
15337,Nasional,,,Medali Perunggu,,
15338,,,,,,
15340,Nasional,Nasional,,Medali Emas,Medali Perunggu,
15341,,,,,,
15343,Nasional,,,Juara 1,,
15344,Nasional,Nasional,Nasional,Juara 3,Juara 1,Medali Emas
15347,Propinsi,Nasional,Nasional,Medali Perunggu,,
15350,,,,,,
15351,Kabupaten/Kota,Kabupaten/Kota,,Juara 2,,
15352,,,,,,
15355,Propinsi,Kabupaten/Kota,Kabupaten/Kota,Juara 2,,Juara 2
15356,,,,,,
15359,,,,,,
15360,,,,,,
15361,Kabupaten/Kota,Nasional,Nasional,,,
15363,,,,,,
15365,Nasional,,,Juara 3,,
15366,,,,,,
15367,,,,,,
15368,Nasional,Kabupaten/Kota,Kabupaten/Kota,Medali Perunggu,,
15371,,,,,,
15373,,,,,,
15377,,,,,,
15378,,,,,,
15379,,,,,,
15380,,,,,,
15381,Kabupaten/Kota,,,Juara 1,,
15382,,,,,,
15384,Nasional,,,Medali Perak,,
15385,,,,,,
15386,,,,,,
15387,,,,,,
15388,,,,,,
15391,,,,,,
15393,,,,,,
15394,Kabupaten/Kota,,,Juara 3,,
15398,,,,,,
15399,,,,,,
15400,,,,,,
15402,,,,,,
15403,Propinsi,Nasional,Nasional,Juara 1,Medali Perak,Medali Emas
15404,,,,,,
15405,,,,,,
15407,Nasional,Nasional,Internasional,Juara 3,,
15408,,,,,,
15409,,,,,,
15410,,,,,,
15411,Kabupaten/Kota,Propinsi,,Juara 1,,
15413,Nasional,Nasional,,Juara 2,,
15414,,,,,,
15415,,,,,,
15417,Kabupaten/Kota,Nasional,Kabupaten/Kota,,Juara 2,
15418,,,,,,
15419,Internasional,Propinsi,Nasional,Medali Emas,Juara 2,
15421,,,,,,
15422,,,,,,
15423,,,,,,
15424,Propinsi,,,Juara 1,,
15425,Propinsi,,,Medali Perak,,
15426,,,,,,
15428,Nasional,Nasional,,,,
15430,,,,,,
15431,,,,,,
15433,,,,,,
15435,Nasional,Nasional,Nasional,Medali Emas,,
15439,,,,,,
15441,,,,,,
15442,,,,,,
15444,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 2,,Juara 3
15446,,,,,,
15451,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,Juara 1,Juara 3
15452,,,,,,
15453,,,,,,
15454,Kabupaten/Kota,Nasional,Kabupaten/Kota,,Medali Perak,
15455,Nasional,Nasional,Nasional,Juara 1,Juara 2,
15456,Kabupaten/Kota,Nasional,Nasional,,Juara 1,
15462,,,,,,
15463,,,,,,
15467,,,,,,
15468,Propinsi,,,,,
15470,,,,,,
15472,,,,,,
15476,Propinsi,,,Juara 3,,
15477,Nasional,Nasional,Nasional,Juara 3,,
15479,,,,,,
15480,,,,,,
15483,Nasional,Nasional,Nasional,,,
15484,,,,,,
15485,Nasional,,,,,
15486,,,,,,
15488,,,,,,
15490,,,,,,
15491,Kabupaten/Kota,,,Juara 3,,
15492,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,,,
15493,,,,,,
15494,,,,,,
15495,,,,,,
15496,,,,,,
15498,,,,,,
15499,Nasional,Internasional,,Juara 2,,
15500,,,,,,
15501,,,,,,
15503,,,,,,
15504,Nasional,,,,,
15505,Internasional,Nasional,Propinsi,Juara 3,Juara 1,Juara 2
15506,,,,,,
15508,,,,,,
15509,,,,,,
15510,Internasional,Internasional,Internasional,Juara 1,Juara 2,Juara 2
15511,Propinsi,,,,,
15512,Kabupaten/Kota,,,,,
15513,,,,,,
15515,Kabupaten/Kota,Nasional,Internasional,,Medali Emas,Medali Emas
15516,,,,,,
15518,,,,,,
15519,,,,,,
15520,,,,,,
15522,,,,,,
15525,Nasional,Nasional,Nasional,Juara 1,Juara 1,Juara 1
15526,,,,,,
15527,,,,,,
15528,,,,,,
15529,Propinsi,Propinsi,Kabupaten/Kota,,,
15531,Kabupaten/Kota,Nasional,Nasional,Juara 1,Medali Perunggu,Medali Perunggu
15533,,,,,,
15534,Nasional,Propinsi,Nasional,,Medali Perak,Medali Perunggu
15535,Nasional,Propinsi,Nasional,Juara 3,Juara 2,
15536,,,,,,
15537,Nasional,,,Medali Emas,,
15540,,,,,,
15543,,,,,,
15544,Nasional,Nasional,,,,
15546,,,,,,
15547,,,,,,
15548,Nasional,Nasional,Nasional,Juara 2,Medali Perak,Medali Perak
15550,,,,,,
15551,Nasional,,,,,
15552,Kabupaten/Kota,Nasional,Nasional,Juara 1,Medali Perak,Medali Perunggu
15553,,,,,,
15554,,,,,,
15555,Nasional,,,,,
15556,,,,,,
15558,,,,,,
15559,,,,,,
15560,Internasional,Propinsi,Kabupaten/Kota,,,
15561,,,,,,
15562,Nasional,Nasional,Nasional,Juara 1,,
15563,,,,,,
15564,,,,,,
15565,,,,,,
15566,Nasional,Nasional,Nasional,,,
15569,Kabupaten/Kota,,,Juara 3,,
15570,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
15575,,,,,,
15576,,,,,,
15577,,,,,,
15578,Nasional,,,,,
15580,,,,,,
15583,,,,,,
15584,,,,,,
15588,,,,,,
15589,Nasional,Internasional,,,,
15590,,,,,,
15591,Nasional,Kabupaten/Kota,Nasional,,,
15594,Nasional,Nasional,Nasional,,Medali Emas,
15596,Internasional,Nasional,Nasional,,,
15597,,,,,,
15598,Nasional,,,,,
15600,,,,,,
15601,,,,,,
15603,,,,,,
15604,,,,,,
15605,,,,,,
15607,Nasional,,,,,
15608,,,,,,
15609,,,,,,
15610,,,,,,
15611,,,,,,
15614,Nasional,Nasional,Nasional,Medali Emas,Medali Perak,Medali Perak
15615,,,,,,
15616,,,,,,
15617,,,,,,
15618,Internasional,Propinsi,Nasional,Medali Perunggu,Juara 1,
15620,Internasional,Internasional,Nasional,,,
15622,,,,,,
15623,,,,,,
15625,,,,,,
15626,,,,,,
15627,Kabupaten/Kota,Propinsi,Kabupaten/Kota,,,
15628,,,,,,
15629,,,,,,
15631,Nasional,Nasional,Nasional,,,
15632,Kabupaten/Kota,,,Juara 1,,
15633,,,,,,
15635,,,,,,
15636,,,,,,
15637,,,,,,
15638,Nasional,,,Juara 3,,
15639,Internasional,Internasional,Nasional,Medali Emas,Medali Perak,Medali Perak
15640,,,,,,
15641,,,,,,
15642,Nasional,Nasional,,Medali Perak,Juara 2,
15643,,,,,,
15644,,,,,,
15646,,,,,,
15647,,,,,,
15648,,,,,,
15649,Kabupaten/Kota,,,,,
15650,Nasional,Propinsi,,,Juara 2,
15651,,,,,,
15652,,,,,,
15653,Nasional,,,,,
15654,Kabupaten/Kota,,,,,
15655,Nasional,,,Medali Emas,,
15656,Nasional,Nasional,Nasional,Medali Perak,Medali Perunggu,
15657,,,,,,
15658,,,,,,
15660,,,,,,
15662,,,,,,
15663,,,,,,
15664,Kabupaten/Kota,,,,,
15671,,,,,,
15674,,,,,,
15675,Nasional,Nasional,Propinsi,,,
15676,,,,,,
15678,,,,,,
15679,,,,,,
15683,,,,,,
15686,Nasional,Propinsi,Kabupaten/Kota,Juara 2,Juara 2,Juara 1
15687,Propinsi,,,,,
15689,,,,,,
15690,,,,,,
15694,,,,,,
15696,,,,,,
15700,,,,,,
15701,,,,,,
15703,,,,,,
15704,,,,,,
15705,Nasional,Propinsi,,Medali Emas,,
15706,,,,,,
15707,,,,,,
15709,,,,,,
15710,Kabupaten/Kota,,,,,
15711,Kabupaten/Kota,,,,,
15713,Propinsi,Nasional,Nasional,,,
15715,Kabupaten/Kota,,,,,
15716,Nasional,Kabupaten/Kota,,Juara 2,Juara 2,
15718,,,,,,
15719,,,,,,
15720,,,,,,
15721,Nasional,,,,,
15722,,,,,,
15724,Nasional,Kabupaten/Kota,Nasional,Juara 1,,Medali Emas
15726,,,,,,
15728,,,,,,
15729,,,,,,
15730,,,,,,
15731,,,,,,
15733,,,,,,
15736,,,,,,
15738,Kabupaten/Kota,,,,,
15739,,,,,,
15742,,,,,,
15743,Nasional,,,Juara 3,,
15744,Kabupaten/Kota,Kabupaten/Kota,Internasional,,,
15745,Propinsi,,,,,
15746,Nasional,Propinsi,,Medali Perak,Medali Perak,
15750,,,,,,
15751,Kabupaten/Kota,Propinsi,Nasional,,,
15752,Nasional,,,Medali Emas,,
15755,,,,,,
15756,Kabupaten/Kota,Nasional,Nasional,,,Medali Emas
15757,Kabupaten/Kota,,,,,
15758,,,,,,
15760,Nasional,Nasional,Nasional,Medali Perak,Medali Perak,Medali Perak
15762,,,,,,
15763,Nasional,Nasional,Nasional,Juara 1,Juara 2,
15764,,,,,,
15765,,,,,,
15769,,,,,,
15771,,,,,,
15774,Kabupaten/Kota,,,Juara 3,,
15775,,,,,,
15776,,,,,,
15777,,,,,,
15778,,,,,,
15780,Kabupaten/Kota,Nasional,Kabupaten/Kota,Juara 1,,Juara 1
15781,Kabupaten/Kota,Kabupaten/Kota,,,,
15782,,,,,,
15783,,,,,,
15784,,,,,,
15785,Propinsi,Kabupaten/Kota,Kabupaten/Kota,,,
15786,,,,,,
15787,,,,,,
15788,Propinsi,,,,,
15789,,,,,,
15791,,,,,,
15792,,,,,,
15793,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 1,,
15794,,,,,,
15795,Kabupaten/Kota,Kabupaten/Kota,Kabupaten/Kota,Juara 3,,
15796,Propinsi,,,Medali Perak,,
15798,,,,,,
15799,,,,,,
15800,Nasional,,,Juara 2,,
15801,Nasional,Propinsi,,,Juara 2,
15803,Kabupaten/Kota,,,,,
15807,,,,,,
15809,,,,,,
15812,Nasional,Propinsi,Propinsi,Medali Perunggu,Juara 2,
15814,,,,,,
15815,,,,,,
15816,,,,,,
15817,,,,,,
15818,,,,,,
15819,,,,,,
15820,,,,,,
15821,,,,,,
15822,Nasional,Kabupaten/Kota,,Medali Perunggu,,
15823,,,,,,
15824,Internasional,Nasional,Propinsi,Medali Emas,Juara 2,Juara 2
15825,Nasional,Internasional,Kabupaten/Kota,Juara 1,Medali Emas,Juara 1
15830,,,,,,
15831,Nasional,Nasional,Nasional,Medali Emas,Medali Emas,Medali Emas
15832,Internasional,Nasional,Propinsi,Medali Emas,Juara 1,Juara 3
15834,,,,,,
15837,,,,,,
15838,,,,,,
15841,,,,,,
15842,Kabupaten/Kota,Nasional,,,,
15844,,,,,,
15845,,,,,,
15846,,,,,,
15847,,,,,,
15849,Nasional,,,,,
15851,,,,,,
15855,Nasional,Nasional,,,,
15856,Nasional,Nasional,,Juara 1,,
15857,,,,,,
15858,,,,,,
15860,Propinsi,Propinsi,,Juara 1,,
15862,Propinsi,Kabupaten/Kota,Nasional,Juara 3,,
15865,Propinsi,Propinsi,Nasional,Juara 3,Juara 1,
15866,,,,,,
15867,,,,,,
15870,,,,,,
15871,,,,,,
15873,,,,,,
15874,,,,,,
15876,Nasional,Propinsi,Propinsi,,,Juara 2
15878,,,,,,
15879,Nasional,Nasional,,,,
15880,Nasional,Nasional,Nasional,Medali Emas,,Medali Emas
